Entry,OR_num,Labcode,Labcode_cmt,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context,Context2,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,seed_association,seed_cmt,Reference,Remark,dist_to_coast
582,OR566,SNU03-k050,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,-8.2,,5680,60,Summer_2016,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",,86.2089321618999
583,OR567,SNU03-k051,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,0.6,,5680,40,Summer_2016,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",,86.2089321618999
584,OR568,SNU03-k052,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,0.7,,5200,50,Summer_2016,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",,86.2089321618999
585,OR569,SNU03-k053,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,-14,,4260,60,Summer_2016,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",,86.2089321618999
586,OR570,SNU03-k054,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,5.2,,5310,120,Summer_2016,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",,86.2089321618999
587,OR571,SNU03-k055,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,-9.8,,5280,80,Summer_2016,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",,86.2089321618999
588,OR572,SNU03-k056,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,-1.5,,5570,60,Summer_2016,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",,86.2089321618999
589,OR573,SNU03-k057,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,0.3,,5100,120,Summer_2016,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",,86.2089321618999
590,OR574,SNU03-k058,,외1리 패총,,,Oe-1-ri,,1,,37.24479,126.480005,HK,,,경기,인천,,strat,1호 패총,,shell,,4.3,,5540,80,Summer_2016,,,,,"영흥도 외1리 패총, 한양대학교박물관 2005",,86.2089321618999
591,OR575,OWd090554,,비봉리,,,Bibongri,,1,,35.41065,128.645479,HK,,,경남,창녕,,,no provenience information in excation reports ,,wood,,-27.1,,2470,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21064.0399270999
592,OR576,OWd090555,,비봉리,,,Bibongri,,1,,35.41065,128.645479,HK,,,경남,창녕,,,no provenience information in excation reports ,,wood,,-25.6,,2610,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21064.0399270999
593,OR577,OWd090556,,비봉리,,,Bibongri,,1,,35.41065,128.645479,HK,,,경남,창녕,,,no provenience information in excation reports ,,wood,,-26.5,,2630,50,Jul 2020 (Kim),,,,,"국립김해박물관 2012:294, 331~334",2차보고서,21064.0399270999
594,OR578,BETA-85257,,장암패총,,,Jangam,,1,,36.010213,126.662404,HK,,,충남,서천,,activity area,1호 야영지,,charcoal,,-26.6,,5030,60,Summer_2016,,,,,"서천 장암패총, 충남대학교박물관 2008",,125.593618491
595,OR579,BETA-85258,,장암패총,,,Jangam,,1,,36.010213,126.662404,HK,,,충남,서천,,activity area,2호 야영지,,charcoal,,-28.5,,4860,80,Summer_2016,,,,,"서천 장암패총, 충남대학교박물관 2008",,125.593618491
596,OR580,BETA-85259,,장암패총,,,Jangam,,1,,36.010213,126.662404,HK,,,충남,서천,,strat,C1-D1사이 굴제 순패각층,,shell,,-1.3,,4170,70,Summer_2016,,,,,"서천 장암패총, 충남대학교박물관 2008",,125.593618491
597,OR581,BETA-85260,,장암패총,,,Jangam,,1,,36.010213,126.662404,HK,,,충남,서천,,strat,C3-D3사이 굴제 기반층 직상 혼패층,,shell,,-1.1,,3800,70,Summer_2016,,,,,"서천 장암패총, 충남대학교박물관 2008",,125.593618491
598,OR582,KR08-219,,대죽리 패총,,,Daejukri,,1,,36.99651,126.401434,HK,,,충남,서산,,strat,1패총 A구역 IV층,,charcoal,,-23.86,,4480,60,Summer_2016,,,,,"서산 대죽리 패총, 대전 지족동 유적, 서천 비인 5층석탑 유적, 백제문화재연구원 2010",,1728.92088612
599,OR583,KR08-220,,대죽리 패총,,,Daejukri,,1,,36.99651,126.401434,HK,,,충남,서산,,strat,1패총 A구역 IV층,,charcoal,,-24.51,,4460,60,Summer_2016,,,,,"서산 대죽리 패총, 대전 지족동 유적, 서천 비인 5층석탑 유적, 백제문화재연구원 2010",,1728.92088612
600,OR584,PLD-7647,,송전리 23-1번지 유적,,,Seongjeonri 23-1,,1,,38.08891,128.65608,HK,,,강원,양양,,house,신석기 1호주거지 바닥,,charcoal,,-28.54,,4465,25,Summer_2016,MC,,BM I,,"양양 송전리 유적, 예맥문화재연구원 2008",,478.331250243
601,OR585,PLD-7648,,송전리 23-1번지 유적,,,Seongjeonri 23-1,,1,,38.08891,128.65608,HK,,,강원,양양,,house,신석기 2호주거지 바닥,,charcoal (annual),acorn,-26.17,,4625,30,Summer_2016,MC,,FM I BM I Azuki I?,,"양양 송전리 유적, 예맥문화재연구원 2008",,478.331250243
602,OR586,KR06-129,,송전리 23-1번지 유적,,,Seongjeonri 23-1,,1,,38.08891,128.65608,HK,,,강원,양양,,house,신석기 1호 주거지,,charcoal,,-25.25,,4600,60,Summer_2016,MC,,BM I,,"양양 송전리 유적, 예맥문화재연구원 2008",,478.331250243
603,OR587,KR06-130,,송전리 23-1번지 유적,,,Seongjeonri 23-1,,1,,38.08891,128.65608,HK,,,강원,양양,,house,신석기 2호주거지,,charcoal (annual),aocrn,-24.78,,4660,60,Summer_2016,MC,,FM I BM I Azuki I?,,"양양 송전리 유적, 예맥문화재연구원 2008",,478.331250243
604,OR588,SNU12-656,,구월동,,,Guwoldong,,1,신석기유구가 발견된 1지점 위치사용,37.442453,126.715283,HK,,,경기,인천,,outdoor hearth,야외노지 1호,,charcoal,,-28.59,,3660,50,Summer_2016,,,,,"인천 구월동 유적, 한강문화재연구원 2014",,2670.07543202999
605,OR589,SNU11-530,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,house,신2호 주거지 생활면 북서쪽,,charcoal,,-36.97,,4400,70,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
606,OR590,SNU11-531,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,house,신5호 주거지 북동벽 부근,,charcoal,,-23.73,,4970,50,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
607,OR591,SNU11-532,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,house,신6호 주거지 노지 내부,,charcoal,,-27.02,,4630,40,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
608,OR592,SNU11-533,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,house,신7호 주거지 4호 주공 10cm 하부,,charcoal,,-28.12,,4850,50,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
609,OR593,SNU11-534,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,house,신13호 주거지 남동편 부근,,charcoal,,-25,,4540,50,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
610,OR594,SNU11-542,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,house,신15호 주거지 북서벽 부근,,charcoal,,-25.51,,4720,50,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
611,OR595,SNU11-536,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,house,신18호 주거지 동편 부근,,charcoal,,-27.89,,4730,50,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
612,OR596,SNU11-537,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,house,신19호 주거지 북서벽 모서리,,charcoal,,-21.45,,4650,40,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
613,OR597,SNU11-538,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,house,신23호 주거지 노지 남서쪽,,charcoal,,-29.93,,4700,50,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
614,OR598,SNU11-543,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,house,신23호 주거지 남서쪽 부근,,charcoal,,-25.2,,4620,50,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
615,OR599,SNU11-539,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,house,신24호 주거지 남동쪽,,charcoal,,-27.9,,4700,50,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
616,OR600,SNU11-544,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,house,신24호 주거지 북서쪽 부근,,charcoal,,-25.07,,4780,50,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
617,OR601,SNU11-540,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,house,신25호 주거지 노지 주변,,charcoal,,-26.85,,4690,50,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
618,OR602,SNU11-541,,석교리,,,Sukgyeori,,1,,37.19639,126.769474,HK,,,경기,화성,,outdoor hearth,신1호 야외노지 내부,,charcoal,,-23.95,,4310,50,Summer_2016,,,,,"화성 청원리, 석교리 유적, 중부고고학연구소 2013",,2142.61217635
619,OR603,KGM-OWd130411,,가락리,,,Garakri,,1,,36.67117,127.3812,HK,,,청북,청주,,house,1호 수혈주거지 목탐,,charcoal,,-29.7,,4410,40,Summer_2016,,,,,"청주 가락리유적, 중원문화재연구원 2015",,48403.8367836999
620,OR604,KCL14-003,,한곡리,,,Hangokri,,1,,36.29009,127.808401,HK,,,충북,영동,,house,A지점 신석기 주거지,,charcoal,,-24.6,,4000,40,Summer_2016,,,,,"영동 한곡리 유적, 중원문화재연구원 2015",,97816.0953433999
621,OR605,SNU13-262,,우두동,,,Woodudong,,1,,37.91259,127.743298,HK,,,춘천,우두동3,,house,우두III-신-주 1,,charcoal,,-23.18,,4970,50,Summer_2016,,,,,"춘천 우두동유적III, 강원문화재연구원 2015",,43736.0885628
622,OR606,SNU14-218,,우두동,,,Woodudong,,1,,37.91259,127.743298,HK,,,춘천,우두동3,,house,우두III-신-수1,,charcoal,,-31.22,,4780,60,Summer_2016,,,,,"춘천 우두동유적III, 강원문화재연구원 2015",,43736.0885628
623,OR607,KGM-Osa140009,,북천리고분(3호분),,,Bukcheonri Gobun 3,,1,,35.44518,127.542693,HK,,,전북,남원,,house,고분 3호분 신석기 주거지,,soil,,-26.1,,3820,50,Summer_2016,,,,,"남원 운봉 북천리고분, 전라문화유산연구원 2014",,51959.046963
624,OR608,KGM-Owd140245,,북천리고분(3호분),,,Bukcheonri Gobun 3,,1,,35.44518,127.542693,HK,,,전북,남원,,house,고분 3호분 신석기 주거지,,charcoal,,-28.4,,2830,40,Summer_2016,,,,,"남원 운봉 북천리고분, 전라문화유산연구원 2014",,51959.046963
625,OR609,SNU11-A034,,내동 패총,,,Naedong,,2,2014보고서 위치가 이곳인지는 추후확인필요,34.70781,127.724975,HK,,,전남,여수,,strat,2층 황갈색혼토패각층,,shell,,2.01,,3670,40,Summer_2016,,,,,"여수 경도 신석기시대 패총 -부록-, 호남문화재연구원 2014",,313.336505938
626,OR610,SNU11-A035,,내동 패총,,,Naedong,,2,2014보고서 위치가 이곳인지는 추후확인필요,34.70781,127.724975,HK,,,전남,여수,,strat,4층 흑회색혼토패각층 (떡조개층),,shell,,-0.52,,4490,120,Summer_2016,,,,,"여수 경도 신석기시대 패총 -부록-, 호남문화재연구원 2014",,313.336505938
627,OR611,SNU11-A036,,내동 패총,,,Naedong,,2,2014보고서 위치가 이곳인지는 추후확인필요,34.70781,127.724975,HK,,,전남,여수,,strat,4층 흑회색혼토패각층 하부,,shell,,0.91,,4560,50,Summer_2016,,,,,"여수 경도 신석기시대 패총 -부록-, 호남문화재연구원 2014",,313.336505938
628,OR612,KR12-146,,목리 신리 유적,,,Mokri-Shinri,,1,3-2지점 위치 사용,36.669214,126.67135,HK,,,충남,예산,,house,3-4지점 신석기 1호주거지 상층부,,charcoal,,-21.6,,4710,40,Summer_2016,,,,,"예산 목리,신리 유적 5권, 충청문화재연구원 2014",,20177.6562411999
629,OR613,KR12-147,,목리 신리 유적,,,Mokri-Shinri,,1,3-2지점 위치 사용,36.669214,126.67135,HK,,,충남,예산,,house,3-4지점 신석기 1호주거지 상층부2,,charcoal,,-24.5,,4810,40,Summer_2016,,,,,"예산 목리,신리 유적 5권, 충청문화재연구원 2014",,20177.6562411999
630,OR614,KR12-148,,목리 신리 유적,,,Mokri-Shinri,,1,3-2지점 위치 사용,36.669214,126.67135,HK,,,충남,예산,,house,3-4지점 신석기 1호 주거지 상층부3,,charcoal,,-25.7,,4860,40,Summer_2016,,,,,"예산 목리,신리 유적 5권, 충청문화재연구원 2014",,20177.6562411999
631,OR615,KR12-149,,목리 신리 유적,,,Mokri-Shinri,,1,3-2지점 위치 사용,36.669214,126.67135,HK,,,충남,예산,,house,3-4지점 신석기 1호 주거지 노지,,charcoal,,-26.8,,4700,40,Summer_2016,,,,,"예산 목리,신리 유적 5권, 충청문화재연구원 2014",,20177.6562411999
632,OR616,,,가장동 유적,,,Gajangdong,,1,,37.16535,127.028816,HK,,,경기,오산,,house,5-1지점 1호 주거지 1차 생활면,,,,-27.4,,4080,40,Summer_2016,,,,,"오산 가장동 유적, 서경문화재연구원 2013 (한국지질자원연구원)",,17839.5286584999
633,OR617,,,가장동 유적,,,Gajangdong,,1,,37.16535,127.028816,HK,,,경기,오산,,house,5-1지점 1호 주거지 2차 생활면,,,,-28.4,,4110,40,Summer_2016,,,,,"오산 가장동 유적, 서경문화재연구원 2013",,17839.5286584999
634,OR618,,,가장동 유적,,,Gajangdong,,1,,37.16535,127.028816,HK,,,경기,오산,,house,5-1지점 1호 주거지 노지내부,,,,-21.5,,4110,40,Summer_2016,,,,,"오산 가장동 유적, 서경문화재연구원 2013",,17839.5286584999
635,OR619,Beta-188912,,상정리,,,Seongjeongri,,1,,36.502401,126.607934,HK,,,충남,홍성,,house,신석기 주거지 1호,,charcoal,,-28.4,,4390,40,Jul 2020 (Kim),,,,,"홍성 장척리 상정리 유적, 충청문화재연구원 2005",,2159.56451331
636,OR620,KGM-OPy140001,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,"N2W1 Pit-18 (KS-14C-17, Gosanri-type pottery-1)",,Encrustation,,-27,,8310,50,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
637,OR621,Beta-379044,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,"N2W1 Pit-18 (KS-14C-18, Gosanri-type pottery)",,Encrustation,,-20.5,,4710,30,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
638,OR622,KGM-Opy140004,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,"N2W1 Pit-18 (KS-14C-21, Gosanri-type pottery)",,Encrustation,,-22.3,,5760,40,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
639,OR623,KGM-OWd130233,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,house,N2W1 House-1 (KS-14C-01),,charcoal,,-27.3,,8750,50,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
640,OR624,KGM-OWd130234,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,N2W1 Pit-14 (KS-14C-02),,charcoal,,-27.6,,5040,40,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
641,OR625,KGM-OWd130236,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,S1W1 Pit-4 (KS-14C-04),,charcoal,,-20,,8650,50,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
642,OR626,KGM-OWd130237,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,outdoor hearth,"S1W1 outdoor hearth 3,4 (KS-14C-05)",,charcoal,,-22.5,,8660,50,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
643,OR627,KGM-OWd130238,*,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,outdoor hearth,S1W1 outdoor hearth 5 (KS-14C-06),,charcoal,,-20.9,,8540,50,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
644,OR628,Beta-349641,*,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,outdoor hearth,S1W1 outdoor hearth 5 (KS-14C-06),,charcoal,,-21.7,,8480,40,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
645,OR629,KGM-OWd130239,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,S2W1 Pit-3 (KS-14C-07),,charcoal,,-23.4,,4560,40,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
646,OR630,KGM-OWd130240,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,S2W1 Pit-5 (KS-14C-08),,charcoal,,-21.8,,5070,40,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
647,OR631,KGM-OWd130242,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,S3W1 Pit-3 (KS-14C-10),,charcoal,,-24.5,,8630,50,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
648,OR632,KGM-OWd130243,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,S3W1 Pit-14 (KS-1C-11),,charcoal,,-21.6,,8560,50,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
649,OR633,KGM-OWd130247,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,S2E1 Pit-11 (KS-14C-15),,charcoal,,-26.8,,8660,50,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
650,OR634,KGM-OWd130248,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,house,S4E2 House-1 (KS-14C-16),,charcoal,,-22.4,,5440,40,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",,200.946517228
651,OR635,KGM-OWd130235,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,outdoor hearth,N2W1 야외노지-1 (KS-14C-03),,charcoal,,-24.6,,8610,50,Summer_2016,IC,Incipient/Initial,,,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?,200.946517228
652,OR636,KGM-OWd130241,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,outdoor hearth,S2W1 야외노지-1 (KS-14C-09),,charcoal,,-19.6,,8600,50,Summer_2016,IC,Incipient/Initial,,,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?,200.946517228
653,OR637,KGM-OWd130244,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,S4W1 수혈유구-1 (KS-14C-12),,charcoal,,-23.4,,5070,40,Summer_2016,IC,Incipient/Initial,,,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?,200.946517228
654,OR638,KGM-OWd130245,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,ditch,N1E1 구상유구-1 (KS-14C-13),,charcoal,,-27.6,,5610,40,Summer_2016,IC,Incipient/Initial,,,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?,200.946517228
655,OR639,KGM-OWd130246,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,S2E1 수혈유구-2 (KS-14C-14),,charcoal,,-20.8,,8690,50,Summer_2016,IC,Incipient/Initial,,,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?,200.946517228
656,OR640,Beta-349640,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,outdoor hearth,N2W1 야외노지-1 (KS-14C-03),,charcoal,,-24,,8700,40,Summer_2016,IC,Incipient/Initial,,,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?,200.946517228
657,OR641,Beta-349642,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,outdoor hearth,S2W1 야외노지-1 (KS-14C-09),,charcoal,,-22.2,,8650,40,Summer_2016,IC,Incipient/Initial,,,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?,200.946517228
658,OR642,Beta-349643,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,S4W1 수혈유구-1 (KS-14C-12),,charcoal,,-26,,4930,40,Summer_2016,IC,Incipient/Initial,,,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?,200.946517228
659,OR643,KGM-OPy14003,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,"S2W1 수혈유구-4 (KS-14C-20), 무문양 토기",,Encrustation,,-23.6,,5680,40,Summer_2016,IC,,,,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?,200.946517228
660,OR644,-,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,house,N3W1 1호주거지,,charcoal,,-23.05,,4750,40,Summer_2016,,,,,제주문화유산연구원 2015,,200.946517228
661,OR645,-,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,N3E1 55호 수혈,,charcoal,,-37.66,,7180,50,Summer_2016,,,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated,200.946517228
662,OR646,-,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,N4W1 17호 수혈,,charcoal,,-26.65,,8560,50,Summer_2016,,,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated,200.946517228
663,OR647,-,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,N4W1 48호 수혈,,charcoal,,-24.52,,8310,50,Summer_2016,,,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated,200.946517228
664,OR648,-,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,N3E1 3호 수혈,,charcoal,,-33.01,,7310,50,Summer_2016,,,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated,200.946517228
665,OR649,-,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,N3E1 4호 수혈,,charcoal,,-28.28,,5730,40,Summer_2016,,,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated,200.946517228
666,OR650,-,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,N3W1 37호 수혈,,charcoal,,-29.32,,6370,40,Summer_2016,,,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated,200.946517228
667,OR651,-,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,house,N4E1 1호 주거지,,charcoal,,-27.64,,7580,40,Summer_2016,,,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated,200.946517228
668,OR652,Beta-402811,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,N3E1 4호 수혈 No.11,,charcoal,,-26.5,,5670,30,Summer_2016,,,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated,200.946517228
669,OR653,Beta-402812,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,pit,N3E1 55호 수혈 No.5,,organic sediment,,-24.9,,6160,30,Summer_2016,,,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated,200.946517228
670,OR654,Beta-402813,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,house,N3W1 1호 주거지?,,charcoal,,-25.8,,5010,30,Summer_2016,,,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated,200.946517228
671,OR655,SNU13-098,,증산동,,,Jeungsandong,,1,,37.47605,129.157982,HK,,,강원,삼척,,outdoor hearth,1호 야외노지,,charcoal,,-26.47,,4190,50,Summer_2016,,,,,"삼척 증산동유적, 예맥문화재연구원 2015",,230.972606614999
672,OR656,SNU13-100,,증산동,,,Jeungsandong,,1,,37.47605,129.157982,HK,,,강원,삼척,,outdoor hearth,13호 야외노지,,charcoal,,-28.55,,4120,50,Summer_2016,,,,,"삼척 증산동유적, 예맥문화재연구원 2015",,230.972606614999
673,OR657,SNU13-101,,증산동,,,Jeungsandong,,1,,37.47605,129.157982,HK,,,강원,삼척,,outdoor hearth,14호 야외노지,,charcoal,,-27.01,,4860,50,Summer_2016,,,,,"삼척 증산동유적, 예맥문화재연구원 2015",,230.972606614999
674,OR658,PLD-7645,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,house,신석기 7호 주거지,북동쪽 모서리,charcoal,,-28.17,,4736,26,Summer_2016,IC,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
675,OR659,PLD-7646,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,house,신석기 7호 주거지,바닥면에서 40cm,charcoal,,-27.87,,5804,33,Summer_2016,IC,,Azuki I,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
676,OR660,PLD-7793,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,house,신석기 3호 주거지,노지 바닥면,charcoal,,-25.78,,5751,24,Summer_2016,IC,,,,"양양 오산리유적, 예맥문화재연구원 2010",,313.776472214
