Entry,Labcode,Labcode_cmt,Labcode_cmt2,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context,Context2,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,seed_association,seed_cmt,coast_manual,Reference,Remark
678,PLD-7795,,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,house,신석기 5호 주거지,노지 바닥면,charcoal,,-24.76,,5770,24,Summer_2016,IC,,,,,"양양 오산리유적, 예맥문화재연구원 2010",
679,PLD-7796,,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,house,신석기 6호 주거지,,charcoal,,-24.69,,5841,27,Summer_2016,IC,,,,,"양양 오산리유적, 예맥문화재연구원 2010",
680,PLD-7797,,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,house,신석기 2호 주거지,노지,charcoal,,-28.12,,6599,26,Summer_2016,IC or MC,,,,,"양양 오산리유적, 예맥문화재연구원 2010",
681,PLD-7798,,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,strat,북쪽 구릉 점토층 상면,,charcoal,,-27.38,,5837,26,Summer_2016,,,,,,"양양 오산리유적, 예맥문화재연구원 2010",
683,PLD-10571,,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,outdoor hearth,신석기 1호 야외노지,,charcoal,,-26.92,,4767,27,Summer_2016,MC,,,,,"양양 오산리유적, 예맥문화재연구원 2010",
684,PLD-10572,,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,outdoor hearth,신석기 2호 야외노지,,charcoal,,-23,,5337,27,Summer_2016,IC or MC?,,,,,"양양 오산리유적, 예맥문화재연구원 2010",
685,PLD-10573,,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,strat,신석기 황갈색 점토층,,charcoal,,-26.34,,6727,32,Summer_2016,,,,,,"양양 오산리유적, 예맥문화재연구원 2010",
686,PLD-10574,,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,strat,신석기 황갈색 점토층,tr2 북측 80cm 지점,charcoal,,-26.4,,46877,523,Summer_2016,,,,,,"양양 오산리유적, 예맥문화재연구원 2010",
687,PLD-10575,,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,strat,신석기 황갈색 점토층 상면,,charcoal,,-26.98,,6718,30,Summer_2016,,,,,,"양양 오산리유적, 예맥문화재연구원 2010",
688,PLD-10576,,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,house,신석기 1호 주거지,노지상면,charcoal,,-25.6,,6749,30,Summer_2016,MC,,,,,"양양 오산리유적, 예맥문화재연구원 2010",
689,PLD-10577,,,오산리,,,Osanri C,,2,오산리선사유적지 근처 임의 도로 좌표 사용,38.087588,128.663329,HK,,,강원,양양,,strat,신석기 흑갈색 사질토층,,charcoal,,-24.35,,6004,28,Summer_2016,,,,,,"양양 오산리유적, 예맥문화재연구원 2010",
692,OWd091026,,,청계리,,,Cheonggyeri,,2,동탄신도시 청계지구 임의위치사용,37.19861,127.101035,HK,,,경기,화성,,house,신석기 1호 주거지,,charcoal,,-23.6,,4190,50,Summer_2016,,,,,,"화성 청계리 유적 Ⅷ -종합고찰·부록-, 한백문화재연구원 2013",
693,SNU03-125,,,용암리,,,Yongamri,,1,,38.09356,127.698218,HK,,,강원,화천,,outdoor hearth,신석기 야외노지 1,,charcoal,,-24.2,,3820,60,Summer_2016,,,,,,"용암리 유적 II, 강원문화재연구소 2005",
694,Beta-213101,,,대천동,,,Daecheonri,,1,,35.81868,128.518643,HK,,,경북,대구,,house,신석기? 주거지 1,,charcoal,,-23.6,,4370,40,Summer_2016,,,,,,"대구 대천동 현대 홈타운 신설부지 내 발굴조사보고서, 경주대학교박물관 2007",
695,Beta-125031,,,상서동,,,Sangseodong,,1,,36.42821,127.420099,HK,,,충남,대전,,aboveground feature,고상구조물 주공1,,charcoal,,,,4570,40,Summer_2016,,,,,,"대전 상서동 유적, 충남대학교박물관 2006",
696,Beta-125032,,,상서동,,,Sangseodong,,1,,36.42821,127.420099,HK,,,충남,대전,,aboveground feature,고상구조물 주공2,,charcoal,,,,4570,40,Summer_2016,,,,,,"대전 상서동 유적, 충남대학교박물관 2006",
697,SNU10-725,,,매촌리,,,Maechonri,,1,,35.41716,127.854497,HK,,,경남,산천,,outdoor hearth,산청 금서 제2지구 야외노지,,charcoal,,-16.12,,3830,50,Summer_2016,,,,,,"산청 매촌리 유적, 우리문화재연구원 2011",
698,SNU05-200,,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,04 삼목 학술발굴-1,house,9호 주거지 3층,,charcoal,,-25.28,,4480,50,Summer_2016,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,,,,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",
699,SNU05-202,,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,04 삼목 학술발굴-3,house,9호 주거지 3층,,charcoal,,-26.18,,4460,40,Summer_2016,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,,,,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",
700,SNU05-203,,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,04 삼목 학술발굴-4,house,9호 주거지 4층,,charcoal,,-27.52,,4740,60,Summer_2016,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,,,,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",
701,SNU09-R013,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,1호 야외노지 (2-1지역),,charcoal,,-24.76,,3620,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
702,SNU09-012,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,2호 야외노지,,charcoal,,-21.5,,3940,80,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
703,SNU09-R017,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,3호 야외노지,,charcoal,,-23.65,,4220,60,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
704,SNU08-774,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,2지역 동쪽능선 1호 신석기 주거지,,charcoal,,-39.5,,3730,80,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
705,SNU09-R014,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,2호 신석기 주거지,,charcoal,,-24.43,,3650,60,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
706,SNU09-R015,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,2호 신석기 주거지 주혈내부,,charcoal,,-21.64,,3670,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
707,SNU09-R016,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,etc,3호 신석기 문화재,,charcoal,,-27.92,,4260,60,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
708,SNU09-013,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,6호 야외노지,,charcoal,,-20.63,,3820,60,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
709,SNU09-014,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,7호 야외노지,,charcoal,,-21.5,,3430,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
710,SNU09-015,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,8호 야외노지,,charcoal,,-35.99,,4220,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
711,SNU09-016,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,9호 야외노지,,charcoal,,-32.57,,3390,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
712,SNU09-017,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,10호 야외노지,,charcoal,,-32.57,,3560,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
713,SNU09-R018,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,1호 야외노지 (4-3지역),,charcoal,,-21.04,,3290,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
714,OWd090957,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,hearth,2-3지역 2호 노지,,charcoal,,-21.9,,3390,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
715,OWd090958,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,pit,2-3지역 신석기시대 구,,charcoal,,-27.8,,2110,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
716,OWd090959,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,2-2지역 7호 야외노지,,charcoal,,-25.9,,3360,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
717,OWd090960,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,2-2지역 6호 야외노지,,charcoal,,-27.1,,3370,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
718,OWd090961,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,2-2지역 1호 청동기시대 주거지,,charcoal,,-26.1,,4400,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",not a neolithic feature
719,OWd090964,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,7지역 1호 신석기 주거지,,charcoal,,-26.8,,3690,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
720,OWd090965,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,7지역 8호 야외노지,,charcoal,,-26.6,,3720,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
721,OWd090966,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,7지역 14호야외노지,,charcoal,,-26.7,,3300,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
722,OWd090967,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,8-1지역 2호야외노지,,charcoal,,-24.1,,3760,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
723,OWd091140,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,7지역 1호신석기 주거지,,charcoal,,-22.8,,3710,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
724,OWd091141,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,house,7지역 3호 주거지,,charcoal,,-24.9,,1690,40,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
725,OWd091142,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,7지역 9호 야외노지,,charcoal,,-24,,3300,40,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
726,OWd091143,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,7지역 14호야외노지,,charcoal,,-24.9,,3860,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
727,OWd091146,,,중산동,,,Jungsandong,,1,,37.485366,126.551862,HK,,,경기,인천,,outdoor hearth,8-1지역 3호 야외노지,,charcoal,,-25.6,,4740,50,Summer_2016,,,,,,"인천 중산동유적, 중앙문화재연구원 2011",
728,SNU10-R033,,,왕정리,,,Wangjeongri,,1,,36.82845,126.453219,HK,,,충남,서산,,house,신석기 시대 1호 주거지,,charcoal,,-31.45,,4520,60,Summer_2016,,,,,,"서산 왕정리유적, 중앙문화재연구원 2012",
729,SNU07-135,,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기 시대 2호 주거지,,charcoal,,-27.35,,4380,60,Summer_2016,,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",
730,SNU07-136,,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기 시대 3호 주거지,,charcoal,,-30.7,,4210,60,Summer_2016,,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",
731,SNU07-137,,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기 시대 4호 주거지,,charcoal,,-27.61,,4290,60,Summer_2016,,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",
732,PLD-7636,,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기시대 1호 주거지,바닥,charcoal,,-29.29,,4240,30,Summer_2016,,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",
733,PLD-7638,,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기시대 2호 주거지,바닥,charcoal,,-26.34,,4285,25,Summer_2016,,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",
734,PLD-7639,,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기시대 3호 주거지,바닥,charcoal,,-27.89,,4260,25,Summer_2016,,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",
735,PLD-7640,,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,신석기시대 4호 주거지,바닥,charcoal,,-26.52,,4230,30,Summer_2016,,,,,,"고성 철통리 유적, 예맥문화재연구원 2009",
736,PLD-24320,,,신용리 갓점,,,Shinyongri-Gatjeom,,1,,36.005359,127.054481,HK,,,전북,익산,,house,신석기1호주거지,둑을기준으로오른쪽 주거지중앙노지부근,charcoal,,-28.21,,4475,20,Summer_2016,,,,,,"익산 신용리 갓점 유적, 마한 백제 문화재연구소 2014",
737,PLD-24321,,,신용리 갓점,,,Shinyongri-Gatjeom,,1,,36.005359,127.054481,HK,,,전북,익산,,house,신석기1호주거지,둑을기준으로 출입구의왼쪽에서벽면과출입구의경계면바닥면,charcoal,,-30.36,,4395,20,Summer_2016,,,,,,"익산 신용리 갓점 유적, 마한 백제 문화재연구소 2014",
738,SNU11-441,,,마륜리 마륜,,,Maryunri-Maryun,,2,순창 마륜마을내 임의 위치사용,34.98947,127.54244,HK,,,전남,순천,,house,신석기 주거지,,charcoal,,-12.2,,3010,40,Summer_2016,,,,,,"순천 마륜리 마륜유적, 동북아지석묘연구소 2013",
746,SNU12-139,,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 8호,,charcoal,,-22.69,,3820,40,Summer_2016,,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
747,SNU12-140,,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 13호,,charcoal,,-23.67,,3730,40,Summer_2016,,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
748,SNU12-141,,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 27호,,charcoal,,-24.95,,2850,40,Summer_2016,,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
749,SNU12-142,,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 41호,,charcoal,,-25.7,,4060,50,Summer_2016,,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
750,SNU12-143,,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 45호,,charcoal,,-26.41,,3100,40,Summer_2016,,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
751,SNU12-144,,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 54호,,charcoal,,-23.11,,5290,50,Summer_2016,,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
752,SNU12-145,,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 62호,,charcoal,,-31.04,,5470,50,Summer_2016,,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
753,SNU12-146,,,가덕도 장항,,,Janghang-Gadeokdo,,1,부산 신항 가덕도 북서쪽 해안 임의 위치사용,35.05836,128.806817,HK,,,경남,부산,,stone accumulation,집석유구 87호,,charcoal,,-25.94,,3000,40,Summer_2016,,,,,,"부산신항 준설토투기장 사업부지 내 부산 가덕도 장항유적(하), 한국문물연구원 2014",
754,PLD-20654,,,처용리 21번지,,,Cheoyongri 21,,1,,35.46517,129.343093,HK,,,경남,울산,,pit,II구역 수혈1호,,charcoal,,-28.13,,3985,25,Summer_2016,,,,,,"울산 온산-두왕간 국도건설사업부지 내 울산 처용리 21번지 유적, 우리문화재연구원 2012",
755,PLD-20655,,,처용리 21번지,,,Cheoyongri 21,,1,,35.46517,129.343093,HK,,,경남,울산,,pit,I구역 수혈 5호,,charcoal,,-27.46,,4390,25,Summer_2016,,,,,,"울산 온산-두왕간 국도건설사업부지 내 울산 처용리 21번지 유적, 우리문화재연구원 2012",
756,PLD-17371,,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,outdoor hearth,3호 야외노지,,charcoal,,-25.05,,3790,25,Summer_2016,,,,,,"강릉 안현동유적, 예맥문화재연구원 2011",
757,PLD-17372,,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,outdoor hearth,5호 야외노지,,charcoal,,-27.33,,4150,25,Summer_2016,,,,,,"강릉 안현동유적, 예맥문화재연구원 2011",
758,PLD-17373,,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,outdoor hearth,8호 야외노지,,charcoal,,-26.12,,3540,25,Summer_2016,,,,,,"강릉 안현동유적, 예맥문화재연구원 2011",
759,PLD-17374,,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,outdoor hearth,17호 야외노지,,charcoal,,-27.6,,3715,25,Summer_2016,,,,,,"강릉 안현동유적, 예맥문화재연구원 2011",
760,PLD-17375,,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,outdoor hearth,21호 야외노지,,charcoal,,-26.02,,3485,20,Summer_2016,,,,,,"강릉 안현동유적, 예맥문화재연구원 2011",
761,PLD-17376,,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,outdoor hearth,29호 야외노지,,charcoal,,-26.12,,3855,25,Summer_2016,,,,,,"강릉 안현동유적, 예맥문화재연구원 2011",
762,PLD-17377,,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,outdoor hearth,34호 야외노지,,charcoal,,-26.67,,3270,20,Summer_2016,,,,,,"강릉 안현동유적, 예맥문화재연구원 2011",
763,PLD-17378,,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,outdoor hearth,50호 야외노지,,charcoal,,-23.44,,3425,20,Summer_2016,,,,,,"강릉 안현동유적, 예맥문화재연구원 2011",
764,PLD-17379,,,안현동,,,Anhyeondong,,1,,37.80623,128.9045,HK,,,강원,강릉,,outdoor hearth,53호 야외노지,,charcoal,,-27.12,,3475,20,Summer_2016,,,,,,"강릉 안현동유적, 예맥문화재연구원 2011",
765,OWd090223,,,성산리,,,Seongsanri,,1,,37.762104,127.958617,HK,,,강원,홍천,,house,신석기 1호 주거지,,charcoal,,-23.3,,4380,40,Summer_2016,,,,,,"홍천 성산리유적 춘천-동홍천간 고속도로 건설공사 문화유적(성산리)발굴조사, 강원문화재연구소 2012",
766,OWd090224,,,성산리,,,Seongsanri,,1,,37.77086,127.949043,HK,,,강원,홍천,,house,신석기 1호 주거지,,charcoal,,-27.2,,4480,40,Summer_2016,,,,,,"홍천 성산리유적 춘천-동홍천간 고속도로 건설공사 문화유적(성산리)발굴조사, 강원문화재연구소 2012",
776,SNU07-465,,,농서리,,,Nongseori,,1,,37.218375,127.086051,HK,,,경기,용인,,house,2호 주거지,52번 유물과 같이,charcoal,,-25.76,,4270,60,Jul 2020 (Kim),,,,,,기호문화재연구원 2009:216~227.,
777,SNU07-461,,,농서리,,,Nongseori,,1,,37.218375,127.086051,HK,,,경기,용인,,house,5호 주거지,,charcoal,,-28.98,,4390,60,Jul 2020 (Kim),,,,,,기호문화재연구원 2009:216~227.,
778,SNU08-481,,,당동리,,,Dangdongri,,1,,37.865239,126.780386,HK,,,,,,house,7-신석기 2호 주거지,,charcoal,,-23.58,,3960,50,Jul 2020 (Kim),,,,,,경기문화재연구원 2009:271~276.,
779,SNU08-482,,,당동리,,,Dangdongri,,1,,37.865239,126.780386,HK,,,,,,house,7-신석기 3호 주거지,,charcoal,,-25.1,,3730,60,Jul 2020 (Kim),,,,,,경기문화재연구원 2009:271~276.,
805,PLD-10630,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,2호주거지 노지내부,,charcoal,졸참나무류,-26.35,0.11,4600,30,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,
806,PLD-10631,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,4호주거지 노지 IV층,,charcoal,졸참나무아속,-27.41,0.11,4660,30,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,
807,PLD-10632,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,5호주거지 노지내부,,charcoal,,-27.02,0.12,4640,30,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,
808,PLD-10633,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,7호주거지 노지내부,,charcoal,상수리나무류,-27.5,0.11,4650,30,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,
809,PLD-10634,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,9호주거지 노지내부,,charcoal,상수리나무류,-29.87,0.11,4665,30,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,
810,PLD-10635,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,10호주거지 노지내부,,charcoal,,-28.48,0.16,4585,25,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,
811,PLD-10636,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,11호주거지 노지내부,,charcoal,자작나무,-25.83,0.16,4670,25,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,
812,PLD-10637,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,12호주거지,,charcoal,상수리나무류,-26.81,0.19,4730,25,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,
813,PLD-10638,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,13호주거지,,charcoal,상수리나무류,-27.67,0.14,2895,20,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,청동기주거지와중복
814,PLD-10639,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,15호주거지,,charcoal,졸참나무류,-28.32,0.14,4665,25,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,
815,PLD-10640,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,16호 주거지,,charcoal,상수리나무류,-26.55,0.18,4740,25,Apr_2017 (So),MC,,BM G Soy G,,,경기문화재연구원 2010(분석자료):71-91.,
816,PLD-10641,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,18호주거지,,charcoal,상수리나무류,-26.75,0.11,4635,25,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,
817,PLD-10642,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,19호 주거지,,charcoal,Quercus,-29.42,0.14,4605,25,Apr_2017 (So),MC,,FM G BM G Azuki G,,,경기문화재연구원 2010(분석자료):71-91.,
818,PLD-10643,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,20호 주거지,,charcoal,,-25.89,0.14,4630,25,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,
819,PLD-10644,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,21호 주거지,,charcoal,오리나무아속,-26.96,0.12,4545,25,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,
820,PLD-10645,,,능곡,,,Neunggok,,1,,37.37582,126.811394,HK,,,,,,house,23호 주거지,,charcoal,졸참나무류,-27.58,0.19,4815,25,Apr_2017 (So),MC,,,,,경기문화재연구원 2010(분석자료):71-91.,
825,Beta-288910,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,,,,outdoor hearth,1호야외노지,,charcoal,,-25.9,,5790,40,Apr_2017 (Lee's entry),IC,,,,,Cho et al. 2014,SO's record says 5780+-40
826,SNU12-R008,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,,,,house,2호주거지,,charcoal,,-20.51,,3780,50,Apr_2017 (Lee's entry),MC,,FM I BM I,,,Cho et al. 2014,
827,SNU12-R009,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,,,,house,1호주거지,,charcoal,,-18.27,,4120,40,Apr_2017 (Lee's entry),MC,,FM G BM I,,,Cho et al. 2014,
