Entry,OR_num,Labcode,Labcode_cmt,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context name,Context,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,Reference,Remark
620,OR604,KCL14-003,,한곡리,,,Hangokri,,1,,36.29009,127.808401,HK,,,충북,영동,,,A지점 신석기 주거지,,charcoal,,-24.6,,4000,40,Summer_2016,,,"영동 한곡리 유적, 중원문화재연구원 2015",
621,OR605,SNU13-262,,우두동,,,Woodudong,,1,,37.91259,127.743298,HK,,,춘천,우두동3,,,우두III-신-주 1,,charcoal,,-23.18,,4970,50,Summer_2016,,,"춘천 우두동유적III, 강원문화재연구원 2015",
622,OR606,SNU14-218,,우두동,,,Woodudong,,1,,37.91259,127.743298,HK,,,춘천,우두동3,,,우두III-신-수1,,charcoal,,-31.22,,4780,60,Summer_2016,,,"춘천 우두동유적III, 강원문화재연구원 2015",
623,OR607,KGM-Osa140009,,북천리고분(3호분),,,Bukcheonri Gobun 3,,1,,35.44518,127.542693,HK,,,전북,남원,,,고분 3호분 신석기 주거지,,soil,,-26.1,,3820,50,Summer_2016,,,"남원 운봉 북천리고분, 전라문화유산연구원 2014",
624,OR608,KGM-Owd140245,,북천리고분(3호분),,,Bukcheonri Gobun 3,,1,,35.44518,127.542693,HK,,,전북,남원,,,고분 3호분 신석기 주거지,,charcoal,,-28.4,,2830,40,Summer_2016,,,"남원 운봉 북천리고분, 전라문화유산연구원 2014",
625,OR609,SNU11-A034,,내동 패총,,,Naedong,,2,2014보고서 위치가 이곳인지는 추후확인필요,34.70781,127.724975,HK,,,전남,여수,,,2층 황갈색혼토패각층,,shell,,2.01,,3670,40,Summer_2016,,,"여수 경도 신석기시대 패총 -부록-, 호남문화재연구원 2014",
626,OR610,SNU11-A035,,내동 패총,,,Naedong,,2,2014보고서 위치가 이곳인지는 추후확인필요,34.70781,127.724975,HK,,,전남,여수,,,4층 흑회색혼토패각층 (떡조개층),,shell,,-0.52,,4490,120,Summer_2016,,,"여수 경도 신석기시대 패총 -부록-, 호남문화재연구원 2014",
627,OR611,SNU11-A036,,내동 패총,,,Naedong,,2,2014보고서 위치가 이곳인지는 추후확인필요,34.70781,127.724975,HK,,,전남,여수,,,4층 흑회색혼토패각층 하부,,shell,,0.91,,4560,50,Summer_2016,,,"여수 경도 신석기시대 패총 -부록-, 호남문화재연구원 2014",
628,OR612,KR12-146,,목리 신리 유적,,,Mokri-Shinri,,2,내포신도시내 임의위치사용,36.65837,126.681267,HK,,,충남,예산,,,3-4지점 신석기 1호주거지 상층부,,charcoal,,-21.6,,4710,40,Summer_2016,,,"예산 목리,신리 유적 5권, 충청문화재연구원 2014",
629,OR613,KR12-147,,목리 신리 유적,,,Mokri-Shinri,,2,내포신도시내 임의위치사용,36.65837,126.681267,HK,,,충남,예산,,,3-4지점 신석기 1호주거지 상층부2,,charcoal,,-24.5,,4810,40,Summer_2016,,,"예산 목리,신리 유적 5권, 충청문화재연구원 2014",
630,OR614,KR12-148,,목리 신리 유적,,,Mokri-Shinri,,2,내포신도시내 임의위치사용,36.65837,126.681267,HK,,,충남,예산,,,3-4지점 신석기 1호 주거지 상층부3,,charcoal,,-25.7,,4860,40,Summer_2016,,,"예산 목리,신리 유적 5권, 충청문화재연구원 2014",
631,OR615,KR12-149,,목리 신리 유적,,,Mokri-Shinri,,2,내포신도시내 임의위치사용,36.65837,126.681267,HK,,,충남,예산,,,3-4지점 신석기 1호 주거지 노지,,charcoal,,-26.8,,4700,40,Summer_2016,,,"예산 목리,신리 유적 5권, 충청문화재연구원 2014",
632,OR616,,,가장동 유적,,,Gajangdong,,1,,37.16535,127.028816,HK,,,경기,오산,,,5-1지점 1호 주거지 1차 생활면,,,,-27.4,,4080,40,Summer_2016,,,"오산 가장동 유적, 서경문화재연구원 2013 (한국지질자원연구원)",
633,OR617,,,가장동 유적,,,Gajangdong,,1,,37.16535,127.028816,HK,,,경기,오산,,,5-1지점 1호 주거지 2차 생활면,,,,-28.4,,4110,40,Summer_2016,,,"오산 가장동 유적, 서경문화재연구원 2013",
634,OR618,,,가장동 유적,,,Gajangdong,,1,,37.16535,127.028816,HK,,,경기,오산,,,5-1지점 1호 주거지 노지내부,,,,-21.5,,4110,40,Summer_2016,,,"오산 가장동 유적, 서경문화재연구원 2013",
635,OR619,Beta-188912,,상정리,,,Seongjeongri,,3,"정확한 위치 확인불가, 삽교천근처로 임의 위치선정",36.50357,126.615398,HK,,,충남,홍성,CCPRI-94,,주거지 1호,,,,,,4390,40,Summer_2016,,,"홍성 장척리 상정리 유적, 충청문화재연구원 2005",
636,OR620,KGM-OPy140001,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,"N2W1 Pit-18 (KS-14C-17, Gosanri-type pottery-1)",,Encrustation,,-27,,8310,50,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
637,OR621,Beta-379044,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,"N2W1 Pit-18 (KS-14C-18, Gosanri-type pottery)",,Encrustation,,-20.5,,4710,30,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
638,OR622,KGM-Opy140004,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,"N2W1 Pit-18 (KS-14C-21, Gosanri-type pottery)",,Encrustation,,-22.3,,5760,40,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
639,OR623,KGM-OWd130233,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N2W1 House-1 (KS-14C-01),,charcoal,,-27.3,,8750,50,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
640,OR624,KGM-OWd130234,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N2W1 Pit-14 (KS-14C-02),,charcoal,,-27.6,,5040,40,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
641,OR625,KGM-OWd130236,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S1W1 Pit-4 (KS-14C-04),,charcoal,,-20,,8650,50,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
642,OR626,KGM-OWd130237,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,"S1W1 outdoor hearth 3,4 (KS-14C-05)",,charcoal,,-22.5,,8660,50,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
643,OR627,KGM-OWd130238,*,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S1W1 outdoor hearth 5 (KS-14C-06),,charcoal,,-20.9,,8540,50,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
644,OR628,Beta-349641,*,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S1W1 outdoor hearth 5 (KS-14C-06),,charcoal,,-21.7,,8480,40,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
645,OR629,KGM-OWd130239,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S2W1 Pit-3 (KS-14C-07),,charcoal,,-23.4,,4560,40,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
646,OR630,KGM-OWd130240,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S2W1 Pit-5 (KS-14C-08),,charcoal,,-21.8,,5070,40,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
647,OR631,KGM-OWd130242,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S3W1 Pit-3 (KS-14C-10),,charcoal,,-24.5,,8630,50,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
648,OR632,KGM-OWd130243,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S3W1 Pit-14 (KS-1C-11),,charcoal,,-21.6,,8560,50,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
649,OR633,KGM-OWd130247,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S2E1 Pit-11 (KS-14C-15),,charcoal,,-26.8,,8660,50,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
650,OR634,KGM-OWd130248,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S4E2 House-1 (KS-14C-16),,charcoal,,-22.4,,5440,40,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",
651,OR635,KGM-OWd130235,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N2W1 야외노지-1 (KS-14C-03),,charcoal,,-24.6,,8610,50,Summer_2016,IC,Incipient/Initial,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?
652,OR636,KGM-OWd130241,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S2W1 야외노지-1 (KS-14C-09),,charcoal,,-19.6,,8600,50,Summer_2016,IC,Incipient/Initial,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?
653,OR637,KGM-OWd130244,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S4W1 수혈유구-1 (KS-14C-12),,charcoal,,-23.4,,5070,40,Summer_2016,IC,Incipient/Initial,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?
654,OR638,KGM-OWd130245,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N1E1 구상유구-1 (KS-14C-13),,charcoal,,-27.6,,5610,40,Summer_2016,IC,Incipient/Initial,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?
655,OR639,KGM-OWd130246,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S2E1 수혈유구-2 (KS-14C-14),,charcoal,,-20.8,,8690,50,Summer_2016,IC,Incipient/Initial,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?
656,OR640,Beta-349640,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N2W1 야외노지-1 (KS-14C-03),,charcoal,,-24,,8700,40,Summer_2016,IC,Incipient/Initial,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?
657,OR641,Beta-349642,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S2W1 야외노지-1 (KS-14C-09),,charcoal,,-22.2,,8650,40,Summer_2016,IC,Incipient/Initial,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?
658,OR642,Beta-349643,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,S4W1 수혈유구-1 (KS-14C-12),,charcoal,,-26,,4930,40,Summer_2016,IC,Incipient/Initial,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?
659,OR643,KGM-OPy14003,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,"S2W1 수혈유구-4 (KS-14C-20), 무문양 토기",,Encrustation,,-23.6,,5680,40,Summer_2016,IC,,"제주 고산리 유적, 제주문화유산연구원 2014",need to check which pottery : Yunggimun or Kosanri type?
660,OR644,,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N3W1 1호주거지,,charcoal?,,-23.05,,4750,40,Summer_2016,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated
661,OR645,,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N3E1 55호 수혈,,charcoal?,,-37.66,,7180,50,Summer_2016,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated
662,OR646,,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N4W1 17호 수혈,,charcoal?,,-26.65,,8560,50,Summer_2016,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated
663,OR647,,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N4W1 48호 수혈,,charcoal?,,-24.52,,8310,50,Summer_2016,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated
664,OR648,,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N3E1 3호 수혈,,charcoal?,,-33.01,,7310,50,Summer_2016,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated
665,OR649,,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N3E1 4호 수혈,,charcoal?,,-28.28,,5730,40,Summer_2016,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated
666,OR650,,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N3W1 37호 수혈,,charcoal?,,-29.32,,6370,40,Summer_2016,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated
667,OR651,,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N4E1 1호 주거지,,charcoal?,,-27.64,,7580,40,Summer_2016,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated
668,OR652,Beta-402811,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N3E1 4호 수혈 No.11,,charcoal,,-26.5,,5670,30,Summer_2016,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated
669,OR653,Beta-402812,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N3E1 55호 수혈 No.5,,organic sediment,,-24.9,,6160,30,Summer_2016,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated
670,OR654,Beta-402813,,고산리,,,Gosanri,,1,,33.30523,126.166461,HK,,,제주,,,,N3W1 1호 주거지?,,charcoal,,-25.8,,5010,30,Summer_2016,,,"제주 고산리 유적 II, 제주문화유산연구원 2015",I will ask the Institue about the lab code and which pottery was dated
671,OR655,SNU13-098,,증산동,,,Jeungsandong,,1,,37.47605,129.157982,HK,,,강원,삼척,,,1호 야외노지,,charcoal,,-26.47,,4190,50,Summer_2016,,,"삼척 증산동유적, 예맥문화재연구원 2015",
672,OR656,SNU13-100,,증산동,,,Jeungsandong,,1,,37.47605,129.157982,HK,,,강원,삼척,,,13호 야외노지,,charcoal,,-28.55,,4120,50,Summer_2016,,,"삼척 증산동유적, 예맥문화재연구원 2015",
673,OR657,SNU13-101,,증산동,,,Jeungsandong,,1,,37.47605,129.157982,HK,,,강원,삼척,,,14호 야외노지,,charcoal,,-27.01,,4860,50,Summer_2016,,,"삼척 증산동유적, 예맥문화재연구원 2015",
674,OR658,PLD-7645,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,북동쪽 모서리,신석기 7호 주거지,,charcoal,,-28.17,,4736,26,Summer_2016,,,"양양 오산리유적, 예맥문화재연구원 2010",
675,OR659,PLD-7646,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,바닥면에서 40cm,신석기 7호 주거지,,charcoal,,-27.87,,5804,33,Summer_2016,IC,,"양양 오산리유적, 예맥문화재연구원 2010",
676,OR660,PLD-7793,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,노지 바닥면,신석기 3호 주거지,,charcoal,,-25.78,,5751,24,Summer_2016,IC,,"양양 오산리유적, 예맥문화재연구원 2010",
677,OR661,PLD-7794,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,노지 바닥면,신석기 4호 주거지,,charcoal,,-25.75,,5758,24,Summer_2016,IC,,"양양 오산리유적, 예맥문화재연구원 2010",
678,OR662,PLD-7795,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,노지 바닥면,신석기 5호 주거지,,charcoal,,-24.76,,5770,24,Summer_2016,IC,,"양양 오산리유적, 예맥문화재연구원 2010",
679,OR663,PLD-7796,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,,신석기 6호 주거지,,charcoal,,-24.69,,5841,27,Summer_2016,IC,,"양양 오산리유적, 예맥문화재연구원 2010",
680,OR664,PLD-7797,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,노지,신석기 2호 주거지,,charcoal,,-28.12,,6599,26,Summer_2016,IC,,"양양 오산리유적, 예맥문화재연구원 2010",
681,OR665,PLD-7798,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,,북쪽 구릉 점토층 상면,,charcoal,,-27.38,,5837,26,Summer_2016,,,"양양 오산리유적, 예맥문화재연구원 2010",
682,OR666,PLD-7799,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,,3호 주거지 서쪽 하부 문화층,,charred material on pottery,,-26.03,,6151,26,Summer_2016,,,"양양 오산리유적, 예맥문화재연구원 2010",
683,OR667,PLD-10571,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,,신석기 1호 야외노지,,charcoal,,-26.92,,4767,27,Summer_2016,,,"양양 오산리유적, 예맥문화재연구원 2010",
684,OR668,PLD-10572,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,,신석기 2호 야외노지,,charcoal,,-23,,5337,27,Summer_2016,,,"양양 오산리유적, 예맥문화재연구원 2010",
685,OR669,PLD-10573,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,,신석기 황갈색 점토층,,charcoal,,-26.34,,6727,32,Summer_2016,,,"양양 오산리유적, 예맥문화재연구원 2010",
686,OR670,PLD-10574,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,tr2 북측 80cm 지점,신석기 황갈색 점토층,,charcoal,,-26.4,,46877,523,Summer_2016,,,"양양 오산리유적, 예맥문화재연구원 2010",
687,OR671,PLD-10575,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,,신석기 황갈색 점토층 상면,,charcoal,,-26.98,,6718,30,Summer_2016,,,"양양 오산리유적, 예맥문화재연구원 2010",
688,OR672,PLD-10576,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,노지상면,신석기 1호 주거지,,charcoal,,-25.6,,6749,30,Summer_2016,,,"양양 오산리유적, 예맥문화재연구원 2010",
689,OR673,PLD-10577,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,,신석기 흑갈색 사질토층,,charcoal,,-24.35,,6004,28,Summer_2016,,,"양양 오산리유적, 예맥문화재연구원 2010",
690,OR674,PLD-10653,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,상면,신석기 황갈색 점토층,,charred material on pottery,,-26.06,,7056,32,Summer_2016,,,"양양 오산리유적, 예맥문화재연구원 2010",
691,OR675,PLD-10654,,오산리,,,Osanri C,,2,"오산리선사유적지 위치를 사용하였으나, 보고서의 유적과 일치하는지는 추후확인필요",38.0873,128.661699,HK,,,강원,양양,,상면,신석기 황갈색 점토층,,charred material on pottery,,-24.16,,6934,31,Summer_2016,,,"양양 오산리유적, 예맥문화재연구원 2010",
692,OR676,OWd091026,,청계리,,,Cheonggyeri,,2,동탄신도시 청계지구 임의위치사용,37.19861,127.101035,HK,,,경기,화성,,,신석기 1호 주거지,,charcoal?,,-23.6,,4190,50,Summer_2016,,,"화성 청계리 유적 Ⅷ -종합고찰·부록-, 한백문화재연구원 2013",
693,OR677,SNU03-125,,용암리,,,Yongamri,,1,,38.09356,127.698218,HK,,,강원,화천,,,신석기 야외노지 1,,charcoal,,-24.2,,3820,60,Summer_2016,,,"용암리 유적 II, 강원문화재연구소 2005",
694,OR678,Beta-213101,,대천동,,,Daecheonri,,1,,35.81868,128.518643,HK,,,경북,대구,,,신석기? 주거지 1,,charcoal,,-23.6,,4370,40,Summer_2016,,,"대구 대천동 현대 홈타운 신설부지 내 발굴조사보고서, 경주대학교박물관 2007",
695,OR679,Beta-125031,,상서동,,,Sangseodong,,1,,36.42821,127.420099,HK,,,충남,대전,,,고상구조물 주공1,,charcoal,,,,4570,40,Summer_2016,,,"대전 상서동 유적, 충남대학교박물관 2006",
696,OR680,Beta-125032,,상서동,,,Sangseodong,,1,,36.42821,127.420099,HK,,,충남,대전,,,고상구조물 주공2,,charcoal,,,,4570,40,Summer_2016,,,"대전 상서동 유적, 충남대학교박물관 2006",
697,OR681,SNU10-725,,매촌리,,,Maechonri,,1,,35.41716,127.854497,HK,,,경남,산천,,,산청 금서 제2지구 야외노지,,charcoal,,-16.12,,3830,50,Summer_2016,,,"산청 매촌리 유적, 우리문화재연구원 2011",
698,OR682,SNU05-200,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,04 삼목 학술발굴-1,,9호 주거지 3층,,charcoal,,-25.28,,4480,50,Summer_2016,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",
699,OR683,SNU05-202,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,04 삼목 학술발굴-3,,9호 주거지 3층,,charcoal,,-26.18,,4460,40,Summer_2016,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",
700,OR684,SNU05-203,,삼목도,,,Sammokdo,,1,,37.48943,126.475788,HK,,,경기,인천,04 삼목 학술발굴-4,,9호 주거지 4층,,charcoal,,-27.52,,4740,60,Summer_2016,MC,중서부 전기와 후기의 중간적 양상; 따라서 중기를 대표하는 유적,"인천 삼목도 III 유적 학술발굴조사 보고서, 서울대학교박물관 2007",
701,OR685,SNU09-R013,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,1호 야외노지 (2-1지역),,charcoal,,-24.76,,3620,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
702,OR686,SNU09-012,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,2호 야외노지,,charcoal,,-21.5,,3940,80,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
703,OR687,SNU09-R017,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,3호 야외노지,,charcoal,,-23.65,,4220,60,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
704,OR688,SNU08-774,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,2지역 동쪽능선 1호 신석기 주거지,,charcoal,,-39.5,,3730,80,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
705,OR689,SNU09-R014,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,2호 신석기 주거지,,charcoal,,-24.43,,3650,60,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
706,OR690,SNU09-R015,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,2호 신석기 주거지 주혈내부,,charcoal,,-21.64,,3670,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
707,OR691,SNU09-R016,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,3호 신석기 문화재,,charcoal,,-27.92,,4260,60,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
708,OR692,SNU09-013,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,6호 야외노지,,charcoal,,-20.63,,3820,60,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
709,OR693,SNU09-014,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,7호 야외노지,,charcoal,,-21.5,,3430,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
710,OR694,SNU09-015,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,8호 야외노지,,charcoal,,-35.99,,4220,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
711,OR695,SNU09-016,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,9호 야외노지,,charcoal,,-32.57,,3390,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
712,OR696,SNU09-017,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,10호 야외노지,,charcoal,,-32.57,,3560,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
713,OR697,SNU09-R018,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,1호 야외노지 (4-3지역),,charcoal,,-21.04,,3290,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
714,OR698,OWd090957,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,,2-3지역 2호 노지,,charcoal?,,-21.9,,3390,50,Summer_2016,,,"인천 중산동유적, 중앙문화재연구원 2011",
